Mes;Nom mes;Any;Regió Policial (RP);Àrea Bàsica Policial (ABP);Títol Codi Penal;Tipus de fet;Coneguts;Resolts;Detencions
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;426;26;10
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;13;10;
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;91;26;17
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;22;1;2
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;67;9;9
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;89;17;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra la llibertat;Amenaces;10;10;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra la llibertat;Coaccions;3;3;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;5;3;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra l'Administració de justícia;Trencament de condemna;1;1;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;1;1
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;3;2;2
3;març;2019;RP Metropolitana Barcelona;ABP Sarrià-Sant Gervasi;Dels delictes contra la seguretat col·lectiva;Incendi;1;1;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;De les falsedats;Falsedats documentals;3;2;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;De les lesions;Lesions;19;17;6
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;2;2;2
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;65;7;1
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;65;3;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;130;14;3
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;7;4;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Propietat industrial;1;;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;62;14;5
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;28;2;4
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;23;6;8
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;7;4;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;1;1;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra la llibertat;Amenaces;18;16;10
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra la llibertat;Coaccions;3;3;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;;1;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra l'Administració de justícia;Trencament de condemna;6;6;2
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;2;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;2;2;2
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;11;10;10
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Contra el patrimoni històric;1;;
3;març;2019;RP Metropolitana Sud;ABP Alt Penedès;Dels delictes contra la hisenda pública i contra la Seguretat Social;Hisenda pública i seguretat social;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De l’homicidi i les seves formes;Assassinat consumat;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De l’homicidi i les seves formes;Homicidi consumat;;1;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De les falsedats;De la usurpació de l'estat civil;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De les falsedats;Falsedats documentals;2;1;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De les falsedats;Usurpació de funcions publiques i intrusisme;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De les lesions;Lesions;35;30;6
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;1;2;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;7;6;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;58;5;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;79;8;2
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;161;21;2
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;18;13;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;2;1
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;28;5;5
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;26;1;1
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;23;10;8
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;18;3;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;2;1;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra la llibertat;Amenaces;19;19;5
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra la llibertat;Coaccions;2;1;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;2;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;3;3;3
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra l'Administració de justícia;Trencament de condemna;6;5;5
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra les relacions familiars;Contra els drets i deures familiars;2;2;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra l'ordre públic;Desordres públics;1;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;2;2;2
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;;
3;març;2019;RP Metropolitana Sud;ABP Cornellà de Llobregat;Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient;Protecció de la flora, fauna i animals domèstics;;1;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;De les falsedats;De la usurpació de l'estat civil;1;1;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;De les falsedats;Falsedats documentals;5;5;4
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;De les falsedats;Falsificació de moneda i efectes timbrats;1;1;1
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;De les lesions;Lesions;16;13;6
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;14;9;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;56;6;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;1;1;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;47;6;4
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;405;63;30
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;2;2;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;;1
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;15;5;2
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;38;9;2
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;12;2;1
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;6;3;2
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;1;1
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra la llibertat;Amenaces;12;10;2
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra la llibertat;Coaccions;2;2;
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra l'Administració de justícia;Trencament de condemna;3;4;4
3;març;2019;RP Metropolitana Sud;ABP el Prat de Llobregat;Delictes contra l'ordre públic;Desordres públics;1;;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;De les falsedats;De la usurpació de l'estat civil;2;;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;De les lesions;Lesions;8;6;2
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;2;2;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;37;;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;52;4;1
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;116;34;3
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;2;2;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;35;4;3
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;8;;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;18;1;1
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;12;4;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;3;;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra la llibertat;Amenaces;7;6;1
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra la llibertat;Coaccions;2;2;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra la llibertat;Detenció il·legal;1;1;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;1;1;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra l'Administració de justícia;Trencament de condemna;2;2;1
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;;
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;4;4;4
3;març;2019;RP Metropolitana Sud;ABP Esplugues de Llobregat;Dels delictes contra la seguretat col·lectiva;Incendi;1;;
3;març;2019;RP Metropolitana Sud;ABP Garraf;De les falsedats;De la usurpació de l'estat civil;1;;
3;març;2019;RP Metropolitana Sud;ABP Garraf;De les falsedats;Falsedats documentals;4;2;1
3;març;2019;RP Metropolitana Sud;ABP Garraf;De les lesions;Lesions;53;46;13
3;març;2019;RP Metropolitana Sud;ABP Garraf;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;5;2
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;4;4;1
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;96;7;2
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;110;9;2
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;497;36;14
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;10;11;1
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;85;15;11
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;63;5;2
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;42;21;4
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;14;9;1
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;1;1;
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;3;3;2
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la llibertat;Amenaces;26;24;5
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la llibertat;Coaccions;12;10;
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la llibertat;Segrest;1;1;
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;5;4;4
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;2;2
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra l'Administració de justícia;Trencament de condemna;10;9;9
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra les relacions familiars;Contra els drets i deures familiars;1;;
3;març;2019;RP Metropolitana Sud;ABP Garraf;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;9;9;7
3;març;2019;RP Metropolitana Sud;ABP Garraf;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;2;1;
3;març;2019;RP Metropolitana Sud;ABP Gavà;De les falsedats;Falsedats documentals;2;1;
3;març;2019;RP Metropolitana Sud;ABP Gavà;De les lesions;Lesions;48;43;14
3;març;2019;RP Metropolitana Sud;ABP Gavà;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;5;5;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;7;3;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;143;16;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Defraudacions de fluïd elèctric i anàlogues;1;1;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;136;16;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;267;50;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;12;9;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;2;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;81;14;5
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;117;2;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;29;6;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;15;5;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;2;2;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la Constitució;Contra exercici drets fonamentals i llibertats públiques;1;1;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;3;1;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;4;3;2
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la llibertat;Amenaces;27;27;9
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la llibertat;Coaccions;7;6;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la llibertat;Detenció il·legal;1;1;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;6;3;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;1;1;1
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra la llibertat i la indemnitat sexuals;Exhibicionisme i provocació sexual;1;;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;3;4;
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra l'Administració de justícia;Trencament de condemna;6;6;3
3;març;2019;RP Metropolitana Sud;ABP Gavà;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;4;4;4
3;març;2019;RP Metropolitana Sud;ABP Gavà;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;;1;1
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De l’homicidi i les seves formes;Homicidi temptativa;3;2;2
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De les falsedats;De la usurpació de l'estat civil;4;2;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De les falsedats;Falsedats documentals;8;7;3
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De les falsedats;Falsificació de moneda i efectes timbrats;;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De les falsedats;Usurpació de funcions publiques i intrusisme;1;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De les lesions;Lesions;109;102;22
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;De les tortures i altres delictes contra la integritat moral;Tracte degradant / vexatori;2;3;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Del tràfic d’éssers humans;Tràfic d'èssers humans;1;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Apropiació indeguda;10;12;1
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Danys;131;19;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Estafes;182;16;4
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Furt;757;101;18
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Ocupació immobles;24;24;4
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Receptació i altres conductes afins;1;2;7
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força;94;17;15
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb força interior vehicle;81;4;2
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori amb violència i/o intimidació;148;38;28
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Robatori i furt d'us de vehicle;45;21;1
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra el patrimoni i contra l’ordre socioeconòmic;Usurpació;3;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Descobriment i revelació de secrets;4;2;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili;Entrada a vivenda aliena;4;3;2
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la llibertat;Amenaces;39;37;11
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la llibertat;Coaccions;7;7;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la llibertat i la indemnitat sexuals;Abusos sexuals;4;3;3
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la llibertat i la indemnitat sexuals;Agressions sexuals;5;4;5
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra la llibertat i la indemnitat sexuals;Relatius a la prostitució;;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra l'Administració de justícia;Acusació, denúncia falsa i simulació de delictes;3;6;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra l'Administració de justícia;Realització arbitrària del propi dret;1;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra l'Administració de justícia;Trencament de condemna;10;10;8
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra les relacions familiars;Contra els drets i deures familiars;5;4;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra l'ordre públic;Desordres públics;;;1
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra l'ordre públic;Organitzacions i grups criminals;1;;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Delictes contra l'ordre públic;Altres delictes contra l'ordre públic;12;12;12
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Dels delictes contra els drets dels treballadors;Contra els drets dels treballadors;1;1;
3;març;2019;RP Metropolitana Sud;ABP l'Hospitalet de Llobregat;Dels delictes contra la seguretat col·lectiva;Contra la salut pública;9;9;10
3;març;2019;RP Metropolitana Sud;ABP Martorell;De les falsedats;Falsedats documentals;1;;
3;març;2019;RP Metropolitana Sud;ABP Martorell;De les lesions;Lesions;19;16;3
